Name,title,,,,,,,,namespace,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link
Jane Cumming   ,Jane,Cumming,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Cumming,1,6399,6399,TRUE,FALSE,570,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Cumming
Jane Hinton   ,Jane,Hinton,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Hinton,1,650,650,FALSE,FALSE,3819,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Hinton
Jane Lubchenco   ,Jane,Lubchenco,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Lubchenco,2,350,350,FALSE,FALSE,3897,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Lubchenco
Jane Pirie   ,Jane,Pirie,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Pirie,1,4,4,FALSE,FALSE,636,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Pirie
Jane Thayer   ,Jane,Thayer,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Thayer,2,132,132,FALSE,FALSE,1398,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Thayer
Janet Monge   ,Janet,Monge,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Janet_Monge,1,0,0,FALSE,FALSE,59,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Janet_Monge
Janis Joplin   ,Janis,Joplin,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Janis_Joplin,1,0,-7,FALSE,FALSE,457075,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Janis_Joplin
Jason Bernard   ,Jason,Bernard,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jason_Bernard,1,29,29,FALSE,FALSE,7543,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jason_Bernard
Jean Parker   ,Jean,Parker,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jean_Parker,1,4,4,FALSE,FALSE,14995,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jean_Parker
Jeannette Rankin   ,Jeannette,Rankin,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jeannette_Rankin,1,0,-23,FALSE,FALSE,60325,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jeannette_Rankin
Jeannie Lin   ,Jeannie,Lin,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jeannie_Lin,7,3711,3711,TRUE,FALSE,695,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jeannie_Lin
Jedrek Grabowski   ,Jedrek,Grabowski,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jedrek_Grabowski,1,244,244,FALSE,FALSE,119,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jedrek_Grabowski
Jennie Dorcas Fellows  ,Jennie,Dorcas,Fellows,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jennie_Dorcas_Fellows,1,7,7,FALSE,FALSE,364,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jennie_Dorcas_Fellows
Jennifer Cook   ,Jennifer,Cook,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jennifer_Cook,2,253,247,FALSE,FALSE,664,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jennifer_Cook
Jennifer Elise Foerster  ,Jennifer,Elise,Foerster,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jennifer_Elise_Foerster,1,31,31,TRUE,FALSE,27,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jennifer_Elise_Foerster
Jennifer Foerster   ,Jennifer,Foerster,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jennifer_Foerster,20,1899,1600,FALSE,FALSE,1958,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jennifer_Foerster
Jennifer Wiseman   ,Jennifer,Wiseman,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jennifer_Wiseman,9,499,287,FALSE,FALSE,4910,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jennifer_Wiseman
Jerome Karle   ,Jerome,Karle,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jerome_Karle,5,1377,1377,FALSE,FALSE,5246,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jerome_Karle
Jerry Reed   ,Jerry,Reed,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jerry_Reed,1,70,70,FALSE,FALSE,52725,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jerry_Reed
Jessica Polka   ,Jessica,Polka,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jessica_Polka,1,4,4,FALSE,FALSE,1253,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jessica_Polka
Jewel Plummer Cobb  ,Jewel,Plummer,Cobb,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jewel_Plummer_Cobb,2,284,284,FALSE,FALSE,6045,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jewel_Plummer_Cobb
Jharrel Jerome   ,Jharrel,Jerome,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jharrel_Jerome,1,74,74,FALSE,FALSE,48966,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jharrel_Jerome
Jill S. Baron  ,Jill,S.,Baron,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jill_S._Baron,4,174,173,FALSE,FALSE,238,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jill_S._Baron
Jo Mora   ,Jo,Mora,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Jo_Mora,3,292,246,FALSE,FALSE,5029,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Jo_Mora
Joan Gould   ,Joan,Gould,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joan_Gould,13,2935,2930,FALSE,FALSE,313,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joan_Gould
Joan Manuel Serrat  ,Joan,Manuel,Serrat,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joan_Manuel_Serrat,1,965,965,FALSE,FALSE,5272,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joan_Manuel_Serrat
JoAnn Burkholder   ,JoAnn,Burkholder,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/JoAnn_Burkholder,1,32,32,FALSE,FALSE,59,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=JoAnn_Burkholder
Joanna Baillie   ,Joanna,Baillie,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joanna_Baillie,1,45,45,FALSE,FALSE,5068,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joanna_Baillie
Joe M. Jackson  ,Joe,M.,Jackson,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joe_M._Jackson,1,636,636,FALSE,FALSE,45189,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joe_M._Jackson
John Bahnsen   ,John,Bahnsen,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Bahnsen,1,238,238,FALSE,FALSE,4926,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Bahnsen
John C. Mack  ,John,C.,Mack,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_C._Mack,2,4,4,FALSE,FALSE,453,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_C._Mack
John Carlos   ,John,Carlos,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Carlos,1,410,410,FALSE,FALSE,10532,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Carlos
John Cyril Porte  ,John,Cyril,Porte,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Cyril_Porte,1,0,-12,FALSE,FALSE,1374,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Cyril_Porte
John E. Teeple  ,John,E.,Teeple,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_E._Teeple,1,0,-13,FALSE,FALSE,302,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_E._Teeple
John Edward   ,John,Edward,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Edward,1,1,1,FALSE,FALSE,20837,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Edward
John Henry Towers  ,John,Henry,Towers,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Henry_Towers,2,351,294,FALSE,FALSE,9558,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Henry_Towers
John L. McMillan  ,John,L.,McMillan,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_L._McMillan,1,318,318,FALSE,FALSE,22,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_L._McMillan
John Langdon Sibley  ,John,Langdon,Sibley,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Langdon_Sibley,1,0,-29,FALSE,FALSE,493,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Langdon_Sibley
John Meurig Thomas  ,John,Meurig,Thomas,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Meurig_Thomas,113,20436,18400,FALSE,FALSE,1959,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Meurig_Thomas
John R. Hall  ,John,R.,Hall,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_R._Hall,1,77,77,FALSE,FALSE,104,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_R._Hall
John Rennie (editor)  ,John,Rennie,(editor),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Rennie_(editor),2,258,258,FALSE,FALSE,3599,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Rennie_(editor)
John Ringling   ,John,Ringling,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Ringling,1,4,4,FALSE,FALSE,914,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Ringling
John Sherrod   ,John,Sherrod,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Sherrod,5,153,7,FALSE,FALSE,53,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Sherrod
John Young (astronaut)  ,John,Young,(astronaut),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/John_Young_(astronaut),1,265,265,FALSE,FALSE,289385,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=John_Young_(astronaut)
Joseph A. Schwarcz  ,Joseph,A.,Schwarcz,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joseph_A._Schwarcz,1,473,473,FALSE,FALSE,644,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joseph_A._Schwarcz
Joseph Hine Rylance  ,Joseph,Hine,Rylance,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joseph_Hine_Rylance,3,1018,1018,TRUE,FALSE,141,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joseph_Hine_Rylance
Joseph L. Wheeler  ,Joseph,L.,Wheeler,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joseph_L._Wheeler,1,0,-414,FALSE,FALSE,492,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joseph_L._Wheeler
Joseph Sabin   ,Joseph,Sabin,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joseph_Sabin,1,0,-63,FALSE,FALSE,1031,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joseph_Sabin
Josephine Clifford McCracken  ,Josephine,Clifford,McCracken,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Josephine_Clifford_McCracken,1,61,61,FALSE,FALSE,258,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Josephine_Clifford_McCracken
Josephine Collins   ,Josephine,Collins,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Josephine_Collins,2,53,53,FALSE,FALSE,409,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Josephine_Collins
Josephine Turpin Washington  ,Josephine,Turpin,Washington,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Josephine_Turpin_Washington,1,8,8,FALSE,FALSE,582,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Josephine_Turpin_Washington
Joshua Thomas Noble Anderson ,Joshua,Thomas,Noble,Anderson,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joshua_Thomas_Noble_Anderson,1,28,28,FALSE,FALSE,104,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joshua_Thomas_Noble_Anderson
Josiah Little Pickard  ,Josiah,Little,Pickard,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Josiah_Little_Pickard,1,45,45,FALSE,FALSE,88,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Josiah_Little_Pickard
Joy Harjo   ,Joy,Harjo,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joy_Harjo,1,18,18,FALSE,FALSE,82614,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joy_Harjo
Joy Harjo-Sapulpa   ,Joy,Harjo-Sapulpa,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joy_Harjo-Sapulpa,2,31,23,TRUE,FALSE,72,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joy_Harjo-Sapulpa
Joy Reid   ,Joy,Reid,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joy_Reid,1,0,-9,FALSE,FALSE,7939,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joy_Reid
Joyce Barry   ,Joyce,Barry,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Joyce_Barry,1,0,-1,FALSE,FALSE,95,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Joyce_Barry
Judith Rollins   ,Judith,Rollins,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Judith_Rollins,4,3270,3270,TRUE,FALSE,150,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Judith_Rollins
Julia Carabias   ,Julia,Carabias,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Julia_Carabias,2,35,34,TRUE,FALSE,136,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Julia_Carabias
Julia Carabias Lillo  ,Julia,Carabias,Lillo,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Julia_Carabias_Lillo,13,12338,12338,TRUE,FALSE,779,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Julia_Carabias_Lillo
Julia Heflin   ,Julia,Heflin,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Julia_Heflin,12,3489,3439,FALSE,FALSE,666,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Julia_Heflin
Julia May Courtney  ,Julia,May,Courtney,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Julia_May_Courtney,1,51,51,FALSE,FALSE,251,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Julia_May_Courtney
Julie Michelle Klinger  ,Julie,Michelle,Klinger,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Julie_Michelle_Klinger,48,12898,12849,TRUE,FALSE,475,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Julie_Michelle_Klinger
Juliet Daniel   ,Juliet,Daniel,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Juliet_Daniel,1,2,2,FALSE,FALSE,848,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Juliet_Daniel
Julius J. Epstein  ,Julius,J.,Epstein,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Julius_J._Epstein,2,128,128,FALSE,FALSE,10783,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Julius_J._Epstein
June Maule   ,June,Maule,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/June_Maule,4,67,64,FALSE,FALSE,762,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=June_Maule
Justin Winsor   ,Justin,Winsor,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Justin_Winsor,1,100,100,FALSE,FALSE,133,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Justin_Winsor
Käthe Seidel   ,Käthe,Seidel,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Käthe_Seidel,1,32,32,FALSE,FALSE,207,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Käthe_Seidel
Käthe Voderberg   ,Käthe,Voderberg,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Käthe_Voderberg,3,72,72,FALSE,FALSE,34,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Käthe_Voderberg
Kadapa district   ,Kadapa,district,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Kadapa_district,1,0,0,FALSE,FALSE,11292,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Kadapa_district
Kagamitarō Konkō   ,Kagamitarō,Konkō,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Kagamitarō_Konkō,1,327,327,FALSE,FALSE,22,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Kagamitarō_Konkō
Kanako Murakami   ,Kanako,Murakami,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Kanako_Murakami,1,184,184,FALSE,FALSE,856,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Kanako_Murakami
Kapiti Coast United  ,Kapiti,Coast,United,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Kapiti_Coast_United,1,63,63,FALSE,FALSE,971,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Kapiti_Coast_United
Karen Lips   ,Karen,Lips,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Karen_Lips,12,15862,15862,TRUE,FALSE,427,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Karen_Lips
Karimat El-Sayed   ,Karimat,El-Sayed,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Karimat_El-Sayed,1,623,623,FALSE,FALSE,247,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Karimat_El-Sayed
Karin Lowachee   ,Karin,Lowachee,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Karin_Lowachee,1,311,311,FALSE,FALSE,1345,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Karin_Lowachee
Karl Denson   ,Karl,Denson,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Karl_Denson,1,0,-281,FALSE,FALSE,23920,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Karl_Denson
Kate Dover   ,Kate,Dover,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Kate_Dover,2,104,99,FALSE,FALSE,547,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Kate_Dover
Katey Walter Anthony  ,Katey,Walter,Anthony,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Katey_Walter_Anthony,1,32,32,FALSE,FALSE,389,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Katey_Walter_Anthony
Katharine Dooris Sharp  ,Katharine,Dooris,Sharp,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Katharine_Dooris_Sharp,3,1375,1305,FALSE,FALSE,46,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Katharine_Dooris_Sharp
Katharine Newlin Burt  ,Katharine,Newlin,Burt,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Katharine_Newlin_Burt,10,8048,8048,TRUE,FALSE,240,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Katharine_Newlin_Burt
Katherine Anne Porter  ,Katherine,Anne,Porter,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Katherine_Anne_Porter,1,105,105,FALSE,FALSE,24542,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Katherine_Anne_Porter
Katherine Porter   ,Katherine,Porter,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Katherine_Porter,38,8459,8246,FALSE,FALSE,767,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Katherine_Porter
Kathie-Ann Joseph   ,Kathie-Ann,Joseph,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Kathie-Ann_Joseph,33,7458,7105,FALSE,FALSE,930,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Kathie-Ann_Joseph
Kathleen Howell   ,Kathleen,Howell,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Kathleen_Howell,6,887,887,FALSE,FALSE,2830,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Kathleen_Howell
Kathryn B. H. Clancy ,Kathryn,B.,H.,Clancy,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Kathryn_B._H._Clancy,2,506,505,FALSE,FALSE,1120,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Kathryn_B._H._Clancy
Katie Bouman   ,Katie,Bouman,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Katie_Bouman,1,0,-185,FALSE,FALSE,38496,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Katie_Bouman
