name,name_2,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link,course_slug,,,,,,,,title,,,,,
Siamak Taghaddos   ,Siamak Taghaddos,en.wikipedia.org,https://en.wikipedia.org/wiki/Siamak_Taghaddos,1,432,432,FALSE,TRUE,68,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-03&end=2099-01-01&project=en.wikipedia.org&pages=Siamak_Taghaddos,Nathan_Cummings_Foundation/Truth-a-Thon,,,,,,,,Ayana,V.,Jackson,,,
Shu Lea Cheang  ,Shu Lea Cheang,en.wikipedia.org,https://en.wikipedia.org/wiki/Shu_Lea_Cheang,14,2207,2122,FALSE,FALSE,774,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Shu_Lea_Cheang,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Ayanah,Moor,,,,
Shizu Saldamando   ,Shizu Saldamando,en.wikipedia.org,https://en.wikipedia.org/wiki/Shizu_Saldamando,2,197,197,FALSE,FALSE,77,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Shizu_Saldamando,Stanford_University/Art_and_Feminism_at_Stanford,,,,,,,,Aydan,Murtezaoğlu,,,,
Shirley M. Tilghman  ,Shirley M. Tilghman,en.wikipedia.org,https://en.wikipedia.org/wiki/Shirley_M._Tilghman,1,289,289,FALSE,FALSE,2869,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-06-02&end=2099-01-01&project=en.wikipedia.org&pages=Shirley_M._Tilghman,Caveat/500_Women_Scientists,,,,,,,,Ayoka,Chenzira,,,,
Shirley Chisholm   ,Shirley Chisholm,en.wikipedia.org,https://en.wikipedia.org/wiki/Shirley_Chisholm,1,44,44,FALSE,FALSE,324823,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Shirley_Chisholm,"ICA_Boston/Boston_ICA_ArtAndFeminism_2018_(March_4,_2018)",,,,,,,,Azealia,Banks,,,,
Shirana Shahbazi   ,Shirana Shahbazi,en.wikipedia.org,https://en.wikipedia.org/wiki/Shirana_Shahbazi,8,1637,-443,FALSE,FALSE,1982,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Shirana_Shahbazi,Midway/Minneapolis_Midway_ArtandFeminism2018,,,,,,,,Babz,Chula,,,,
Ship earth station  ,Ship earth station,en.wikipedia.org,https://en.wikipedia.org/wiki/Ship_earth_station,1,23,23,FALSE,FALSE,556,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Ship_earth_station,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Banu,Cennetoğlu,,,,
Shimpei Takeda   ,Shimpei Takeda,en.wikipedia.org,https://en.wikipedia.org/wiki/Shimpei_Takeda,1,249,249,FALSE,FALSE,38,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Shimpei_Takeda,Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Barb,Hunt,,,,
Sherrie Levine   ,Sherrie Levine,en.wikipedia.org,https://en.wikipedia.org/wiki/Sherrie_Levine,1,16,16,FALSE,FALSE,1270,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Sherrie_Levine,"Ringling_College_of_Art_and_Design/Sarasota_ArtANDFeminism_2018_(March_1,_2018)",,,,,,,,Barbara,Benedek,,,,
Sherman Alexie   ,Sherman Alexie,en.wikipedia.org,https://en.wikipedia.org/wiki/Sherman_Alexie,3,437,422,FALSE,FALSE,257721,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Sherman_Alexie,NAU/Flagstaff_NAU_Cline_Library_ArtAndFeminism2018,,,,,,,,Barbara,Bestor,,,,
Sherin Guirguis   ,Sherin Guirguis,en.wikipedia.org,https://en.wikipedia.org/wiki/Sherin_Guirguis,1,152,152,FALSE,FALSE,33,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Sherin_Guirguis,UNC-CH/UNC_Sloane_ArtAndFeminism_2018,,,,,,,,Barbara,Blondeau,,,,
Shen Yuan   ,Shen Yuan,en.wikipedia.org,https://en.wikipedia.org/wiki/Shen_Yuan,3,3857,3855,TRUE,FALSE,173,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Shen_Yuan,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Barbara,Bloom,(artist),,,
Shelley Niro   ,Shelley Niro,en.wikipedia.org,https://en.wikipedia.org/wiki/Shelley_Niro,1,73,73,FALSE,FALSE,5164,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Shelley_Niro,Art_Gallery_of_Peterborough/Art_and_Feminism_Edit-a-thon_PTBO,,,,,,,,Barbara,Bosworth,,,,
Sheila Silver   ,Sheila Silver,en.wikipedia.org,https://en.wikipedia.org/wiki/Sheila_Silver,1,1632,1632,FALSE,FALSE,224,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-01&end=2099-01-01&project=en.wikipedia.org&pages=Sheila_Silver,William_and_Mary_Libraries/Art_and_Feminism_Wikipedia_Edit-a-thon_(April_10th-11th),,,,,,,,Barbara,Brandon-Croft,,,,
Sheila Pepe   ,Sheila Pepe,en.wikipedia.org,https://en.wikipedia.org/wiki/Sheila_Pepe,1,63,63,FALSE,FALSE,1332,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Sheila_Pepe,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Barbara,Chase-Riboud,,,,
Sheila Hicks   ,Sheila Hicks,en.wikipedia.org,https://en.wikipedia.org/wiki/Sheila_Hicks,1,81,81,FALSE,FALSE,25295,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Sheila_Hicks,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Barbara,DuMetz,,,,
Sheila Dabney   ,Sheila Dabney,en.wikipedia.org,https://en.wikipedia.org/wiki/Sheila_Dabney,9,3774,3774,FALSE,FALSE,74,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Sheila_Dabney,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Barbara,Earl,Thomas,,,
Sheikh Zainuddin   ,Sheikh Zainuddin,en.wikipedia.org,https://en.wikipedia.org/wiki/Sheikh_Zainuddin,1,0,-54,FALSE,FALSE,83,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Sheikh_Zainuddin,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Barbara,Jones-Hogu,,,,
Sheela Gowda   ,Sheela Gowda,en.wikipedia.org,https://en.wikipedia.org/wiki/Sheela_Gowda,1,728,728,FALSE,FALSE,357,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Sheela_Gowda,KNMA/Delhi_ArtAndFeminism_2018,,,,,,,,Barbara,Kopple,,,,
Shawkat Momen Shahjahan  ,Shawkat Momen Shahjahan,en.wikipedia.org,https://en.wikipedia.org/wiki/Shawkat_Momen_Shahjahan,1,2662,2662,TRUE,FALSE,18,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Shawkat_Momen_Shahjahan,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Barbara,Kruger,,,,
Sharon Hayes (artist)  ,Sharon Hayes (artist),en.wikipedia.org,https://en.wikipedia.org/wiki/Sharon_Hayes_(artist),1,4137,4137,FALSE,FALSE,3227,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Sharon_Hayes_(artist),SFMOMA/SF_SFMOMA_ArtAndFeminism_2018,,,,,,,,Barbara,Loden,,,,
Shantell Martin   ,Shantell Martin,en.wikipedia.org,https://en.wikipedia.org/wiki/Shantell_Martin,3,701,697,FALSE,FALSE,12329,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Shantell_Martin,Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Barbara,McCullough,,,,
Shani Peters   ,Shani Peters,en.wikipedia.org,https://en.wikipedia.org/wiki/Shani_Peters,7,1774,1774,FALSE,FALSE,320,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Shani_Peters,"University_of_Michigan,_Ann_Arbor_District_Library/Ann_Arbor_Art_and_Feminism_Wikipedia_Edit-a-thon",,,,,,,,Barbara,Nessim,,,,
Shamsuzzoha Khan   ,Shamsuzzoha Khan,en.wikipedia.org,https://en.wikipedia.org/wiki/Shamsuzzoha_Khan,1,1861,1861,TRUE,FALSE,18,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Shamsuzzoha_Khan,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Barbara,Zeigler,,,,
Shamsia Hassani   ,Shamsia Hassani,en.wikipedia.org,https://en.wikipedia.org/wiki/Shamsia_Hassani,3,2927,2927,FALSE,FALSE,4139,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Shamsia_Hassani,les_sans_pagEs/Art_et_féminisme_Genève_2018_(du_3_au_9_mars_2018),,,,,,,,Barbara,Zucker,,,,
Shahzia Sikander   ,Shahzia Sikander,en.wikipedia.org,https://en.wikipedia.org/wiki/Shahzia_Sikander,1,232,232,FALSE,FALSE,1041,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Shahzia_Sikander,"University_of_Michigan,_Ann_Arbor_District_Library/Ann_Arbor_Art_and_Feminism_Wikipedia_Edit-a-thon",,,,,,,,Barry,Sanders,(professor),,,
Shahiduzzaman Sarker   ,Shahiduzzaman Sarker,en.wikipedia.org,https://en.wikipedia.org/wiki/Shahiduzzaman_Sarker,1,2422,2422,TRUE,FALSE,15,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Shahiduzzaman_Sarker,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Baseera,Khan,,,,
Seyi Shay   ,Seyi Shay,en.wikipedia.org,https://en.wikipedia.org/wiki/Seyi_Shay,1,1,1,FALSE,FALSE,34598,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Seyi_Shay,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Beatrice,Mandelman,,,,
Seund Ja Rhee  ,Seund Ja Rhee,en.wikipedia.org,https://en.wikipedia.org/wiki/Seund_Ja_Rhee,1,2277,2277,FALSE,FALSE,245,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Seund_Ja_Rhee,"University_of_Illinois/Art_and_Feminism_Wikipedia_Edit-a-thon,_Urbana-Champaign",,,,,,,,Beatrice,Winser,,,,
Sergio Chejfec   ,Sergio Chejfec,en.wikipedia.org,https://en.wikipedia.org/wiki/Sergio_Chejfec,14,1025,965,FALSE,FALSE,146,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Sergio_Chejfec,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Beatrice,Wood,,,,
Senga Nengudi   ,Senga Nengudi,en.wikipedia.org,https://en.wikipedia.org/wiki/Senga_Nengudi,1,103,103,FALSE,FALSE,5650,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Senga_Nengudi,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Beatriz,Mejia-Krumbein,,,,
Seamus Carey   ,Seamus Carey,en.wikipedia.org,https://en.wikipedia.org/wiki/Seamus_Carey,1,0,-68,FALSE,FALSE,338,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Seamus_Carey,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Beatriz,Santiago,Muñoz,,,
Scherezade Garcia   ,Scherezade Garcia,en.wikipedia.org,https://en.wikipedia.org/wiki/Scherezade_Garcia,1,267,267,FALSE,FALSE,1532,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-18&end=2099-01-01&project=en.wikipedia.org&pages=Scherezade_García,Interference_Archive/Interference_Archive_Edit-a-thon_2018,,,,,,,,Becky,Hammon,,,,
Sayyida al Hurra  ,Sayyida al Hurra,en.wikipedia.org,https://en.wikipedia.org/wiki/Sayyida_al_Hurra,1,817,817,FALSE,FALSE,1630,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Sayyida_al_Hurra,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Belinda,Harrow,,,,
Saya Woolfalk   ,Saya Woolfalk,en.wikipedia.org,https://en.wikipedia.org/wiki/Saya_Woolfalk,1,63,63,FALSE,FALSE,1683,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Saya_Woolfalk,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Bell,hooks,,,,
Savannah Schroll Guz  ,Savannah Schroll Guz,en.wikipedia.org,https://en.wikipedia.org/wiki/Savannah_Schroll_Guz,1,42,42,FALSE,FALSE,59,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-07-20&end=2099-01-01&project=en.wikipedia.org&pages=Savannah_Schroll_Guz,Moscow_Museum_of_Modern_Art/This_Site_is_Under_Revolution,,,,,,,,Benedetta,Cappa,,,,
Saunie Salyer   ,Saunie Salyer,en.wikipedia.org,https://en.wikipedia.org/wiki/Saunie_Salyer,2,1221,1221,TRUE,FALSE,23,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=Saunie_Salyer,LACMA/Los_Angeles_LACMA_ArtAndFeminism_2018,,,,,,,,Bennett,Foddy,,,,
Sarah Windsor Tomlinson  ,Sarah Windsor Tomlinson,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Windsor_Tomlinson,2,0,-276,FALSE,FALSE,74,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-12&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Windsor_Tomlinson,Metropolitan_Museum/Met_Wikidata,,,,,,,,Benny,Andrews,,,,
Sarah Waiswa   ,Sarah Waiswa,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Waiswa,2,6029,6029,TRUE,FALSE,48,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Waiswa,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Berenice,Abbott,,,,
Sarah Sze   ,Sarah Sze,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Sze,2,199,199,FALSE,FALSE,3882,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Sze,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Bernice,Bing,,,,
Sarah Shun-lien Bynum  ,Sarah Shun-lien Bynum,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Shun-lien_Bynum,8,3360,3360,FALSE,FALSE,394,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Shun-lien_Bynum,OtisCollege/LA_OtisCollege_ArtAndFeminism_2018,,,,,,,,Berta,Rahm,,,,
Sarah Robertson   ,Sarah Robertson,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Robertson,1,227,227,FALSE,FALSE,200,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Robertson,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Bertha,Lum,,,,
Sarah Purser   ,Sarah Purser,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Purser,1,2472,2472,FALSE,FALSE,398,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Purser,National_Gallery_of_Ireland/Art_and_Feminism_(2018),,,,,,,,Berthe,des,Clayes,,,
Sarah Moon   ,Sarah Moon,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Moon,1,120,120,FALSE,FALSE,1033,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-18&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Moon,"The_Photographers'_Gallery,_London/The_Photographers'_Gallery_Wikipedia_Edit-a-thon_2018_(Sunday_18_March)",,,,,,,,Berthe,Morisot,,,,
Sarah Miriam Peale  ,Sarah Miriam Peale,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Miriam_Peale,2,1081,1081,FALSE,FALSE,210,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Miriam_Peale,Bryn_Mawr_College/Bryn_Mawr_Collge_Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Beryl,Korot,,,,
Sarah Mapps Douglass  ,Sarah Mapps Douglass,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Mapps_Douglass,2,305,305,FALSE,FALSE,5104,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-28&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Mapps_Douglass,"University_of_Nevada,_Las_Vegas/UNLV_Art_and_Feminism_2018_(February_28th,_2018_3pm-7pm)",,,,,,,,Bessie,Coleman,,,,
Sarah Maple   ,Sarah Maple,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Maple,1,906,906,FALSE,FALSE,150,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-05-02&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Maple,"Jacob_Lawrence_Gallery/Art_Now_Sections_Wikipedia_Edit-a-Thon_(May_2,_2018)",,,,,,,,Beth,Lipman,,,,
Sarah Knauss   ,Sarah Knauss,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Knauss,1,0,-1,FALSE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Knauss,OJM/AF_Oregon_Jewish_Museum,,,,,,,,Bethan,Huws,,,,
Sarah J. Garnet  ,Sarah J. Garnet,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_J._Garnet,1,270,270,FALSE,FALSE,135,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_J._Garnet,Museum_of_the_City_of_New_York/Beyond_Suffrage_Wikipedia_Edit-a-thon,,,,,,,,Bethany,Yellowtail,,,,
Sarah Hobbs   ,Sarah Hobbs,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Hobbs,1,0,-10,FALSE,FALSE,228,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Hobbs,UNC-CH/UNC_Sloane_ArtAndFeminism_2018,,,,,,,,Betsey,Johnson,,,,
Sarah Cecilia Harrison  ,Sarah Cecilia Harrison,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Cecilia_Harrison,2,1473,1473,FALSE,FALSE,884,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Cecilia_Harrison,National_Gallery_of_Ireland/Art_and_Feminism_(2018),,,,,,,,Betsey,Stockton,,,,
Sarah Calhoun   ,Sarah Calhoun,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Calhoun,13,4686,4486,TRUE,FALSE,303,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Calhoun,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Betsy,Damon,,,,
Sarah Cain   ,Sarah Cain,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Cain,1,63,63,FALSE,FALSE,86957,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Cain,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Bettina,Werner,,,,
Sarah Bates   ,Sarah Bates,en.wikipedia.org,https://en.wikipedia.org/wiki/Sarah_Bates,1,16,16,FALSE,FALSE,75,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Sarah_Bates,University_of_Kansas_Libraries/University_of_Kansas_Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Betty,Blayton-Taylor,,,,
Sara Shamsavari   ,Sara Shamsavari,en.wikipedia.org,https://en.wikipedia.org/wiki/Sara_Shamsavari,1,0,-8,FALSE,FALSE,33,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Sara_Shamsavari,UNC-CH/UNC_Sloane_ArtAndFeminism_2018,,,,,,,,Betty,Cooke,,,,
Sara Marcus   ,Sara Marcus,en.wikipedia.org,https://en.wikipedia.org/wiki/Sara_Marcus,1,801,801,FALSE,FALSE,146,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-07-20&end=2099-01-01&project=en.wikipedia.org&pages=Sara_Marcus,Moscow_Museum_of_Modern_Art/This_Site_is_Under_Revolution,,,,,,,,Betty,Davison,,,,
Sara Cwynar   ,Sara Cwynar,en.wikipedia.org,https://en.wikipedia.org/wiki/Sara_Cwynar,1,84,84,FALSE,FALSE,4028,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-18&end=2099-01-01&project=en.wikipedia.org&pages=Sara_Cwynar,White_Water_Gallery/WWG_Wikipedia_Edit_a_Thon,,,,,,,,Betty,Friedan,,,,
Sara Bates   ,Sara Bates,en.wikipedia.org,https://en.wikipedia.org/wiki/Sara_Bates,6,1710,1710,TRUE,FALSE,53,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Sara_Bates,University_of_Kansas_Libraries/University_of_Kansas_Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Betty,Hahn,,,,
Sara Angelucci   ,Sara Angelucci,en.wikipedia.org,https://en.wikipedia.org/wiki/Sara_Angelucci,1,964,964,FALSE,FALSE,40,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Sara_Angelucci,California_College_of_the_Arts/CCA_ArtAndFeminism_2018,,,,,,,,Betty,Jean,Owens,,,
Saptahik Bichitra   ,Saptahik Bichitra,en.wikipedia.org,https://en.wikipedia.org/wiki/Saptahik_Bichitra,1,29,29,TRUE,FALSE,9,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Saptahik_Bichitra,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Betty,Woodman,,,,
Sapphire (author)   ,Sapphire (author),en.wikipedia.org,https://en.wikipedia.org/wiki/Sapphire_(author),4,27,16,FALSE,FALSE,3881,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-18&end=2099-01-01&project=en.wikipedia.org&pages=Sapphire_(author),Interference_Archive/Interference_Archive_Edit-a-thon_2018,,,,,,,,Betye,Saar,,,,
