name,name_2,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link,course_slug,,,,,,,,title,,,,,
Janet Delaney   ,Janet Delaney,en.wikipedia.org,https://en.wikipedia.org/wiki/Janet_Delaney,1,60,60,FALSE,FALSE,59,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Janet_Delaney,California_College_of_the_Arts/CCA_ArtAndFeminism_2018,,,,,,,,Kwame,Brathwaite,,,,
Janet Beecher   ,Janet Beecher,en.wikipedia.org,https://en.wikipedia.org/wiki/Janet_Beecher,1,5,5,FALSE,FALSE,649,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Janet_Beecher,OtisCollege/LA_OtisCollege_ArtAndFeminism_2018,,,,,,,,Kweku,Elliot,,,,
Janella Salvador   ,Janella Salvador,en.wikipedia.org,https://en.wikipedia.org/wiki/Janella_Salvador,1,0,-5,FALSE,FALSE,13654,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Janella_Salvador,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Kwok,Mang,Ho,,,
Jane Reece (photographer)  ,Jane Reece (photographer),en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Reece_(photographer),4,1611,1608,FALSE,FALSE,222,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Reece_(photographer),Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,L.J.,Roberts,,,,
Jane Maria Bowkett  ,Jane Maria Bowkett,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Maria_Bowkett,2,6495,6495,TRUE,FALSE,55,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-21&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Maria_Bowkett,University_of_Northern_Iowa/Rod_Library_ArtAndFeminism_2018,,,,,,,,Ladi'Sasha,Jones,,,,
Jane Kenyon   ,Jane Kenyon,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Kenyon,1,412,412,FALSE,FALSE,1046,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Kenyon,University_of_New_Hampshire/UNH_Art_and_Feminism_2018_Wikipedia_Edit-a-thon,,,,,,,,Lady,Mary,Louisa,Lambton,,
Jane Kasumba   ,Jane Kasumba,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Kasumba,5,575,574,TRUE,FALSE,177,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-28&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Kasumba,Wikimedia_Community_User_Group_Uganda/Kampala_ArtAndFeminism2018,,,,,,,,Lady,Pink,,,,
Jane Jensen   ,Jane Jensen,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Jensen,3,1008,1008,FALSE,FALSE,1456,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Jensen,University_of_North_Texas/UNT_Art_and_Feminism,,,,,,,,Laerte,,,,,
Jane Haskell   ,Jane Haskell,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Haskell,6,2329,2329,TRUE,FALSE,29,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Haskell,Carnegie_Museum_of_Art/Art_and_Feminism_Pittsburgh,,,,,,,,Laila,Shawa,,,,
Jane Dyer   ,Jane Dyer,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Dyer,2,724,724,FALSE,FALSE,57,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-22&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Dyer,"Oxford_College_of_Emory_University/Wikipedia_Edit-a-thon_(March_22,_2018)",,,,,,,,Laiwan,,,,,
Jane Bragg Pitman  ,Jane Bragg Pitman,en.wikipedia.org,https://en.wikipedia.org/wiki/Jane_Bragg_Pitman,2,0,-344,FALSE,FALSE,62,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-12&end=2099-01-01&project=en.wikipedia.org&pages=Jane_Bragg_Pitman,Metropolitan_Museum/Met_Wikidata,,,,,,,,Lalita,Lajmi,,,,
Jana Sterbak   ,Jana Sterbak,en.wikipedia.org,https://en.wikipedia.org/wiki/Jana_Sterbak,2,328,328,FALSE,FALSE,716,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Jana_Sterbak,Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Lara,Elena,Donnelly,,,
Jan Peacock   ,Jan Peacock,en.wikipedia.org,https://en.wikipedia.org/wiki/Jan_Peacock,2,69,3,FALSE,FALSE,67,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Jan_Peacock,"Art_Gallery_of_Ontario/Toronto_AGO_Art_and_Feminism_2018_(March_24,_2018)",,,,,,,,Larry,Beinhart,,,,
Jan Gerrit van Gelder ,Jan Gerrit van Gelder,en.wikipedia.org,https://en.wikipedia.org/wiki/Jan_Gerrit_van_Gelder,1,0,-16,FALSE,FALSE,25,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Jan_Gerrit_van_Gelder,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Lasker,Rink,,,,
Jan Anders Nelson  ,Jan Anders Nelson,en.wikipedia.org,https://en.wikipedia.org/wiki/Jan_Anders_Nelson,1,428,428,FALSE,TRUE,59,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-07-20&end=2099-01-01&project=en.wikipedia.org&pages=Jan_Anders_Nelson,Moscow_Museum_of_Modern_Art/This_Site_is_Under_Revolution,,,,,,,,LaToya,Ruby,Frazier,,,
Jan Allen   ,Jan Allen,en.wikipedia.org,https://en.wikipedia.org/wiki/Jan_Allen,6,4845,4839,TRUE,TRUE,235,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Jan_Allen,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Laura,Adams,Armer,,,
Jamie Okuma   ,Jamie Okuma,en.wikipedia.org,https://en.wikipedia.org/wiki/Jamie_Okuma,2,219,219,FALSE,FALSE,232,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Jamie_Okuma,Midway/Minneapolis_Midway_ArtandFeminism2018,,,,,,,,Laura,Dean,(choreographer),,,
Jami Porter Lara  ,Jami Porter Lara,en.wikipedia.org,https://en.wikipedia.org/wiki/Jami_Porter_Lara,2,363,363,FALSE,FALSE,1334,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Jami_Porter_Lara,NMMA/SantaFe_ArtAndFeminism_2018,,,,,,,,Laura,Hill,Chapman,,,
James Monroe   ,James Monroe,en.wikipedia.org,https://en.wikipedia.org/wiki/James_Monroe,1,3,3,FALSE,FALSE,83970,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=James_Monroe,Carnegie_Museum_of_Art/Art_and_Feminism_Pittsburgh,,,,,,,,Laura,McPhee,,,,
James Baldwin   ,James Baldwin,en.wikipedia.org,https://en.wikipedia.org/wiki/James_Baldwin,2,202,191,FALSE,FALSE,276222,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=James_Baldwin,"University_of_Michigan,_Ann_Arbor_District_Library/Ann_Arbor_Art_and_Feminism_Wikipedia_Edit-a-thon",,,,,,,,Laura,Muntz,Lyall,,,
Jamelie Hassan   ,Jamelie Hassan,en.wikipedia.org,https://en.wikipedia.org/wiki/Jamelie_Hassan,1,8,8,FALSE,FALSE,1310,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Jamelie_Hassan,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Laura,Schiff,Bean,,,
Jaimie Isaac   ,Jaimie Isaac,en.wikipedia.org,https://en.wikipedia.org/wiki/Jaimie_Isaac,7,6426,6205,TRUE,FALSE,136,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-13&end=2099-01-01&project=en.wikipedia.org&pages=Jaimie_Isaac,Algoma_University/Algoma_Art_and_Feminism,,,,,,,,Laura,Vickerson,,,,
Jaime Angelopoulos   ,Jaime Angelopoulos,en.wikipedia.org,https://en.wikipedia.org/wiki/Jaime_Angelopoulos,11,5192,5192,TRUE,FALSE,54,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Jaime_Angelopoulos,"Art_Gallery_of_Ontario/Toronto_AGO_Art_and_Feminism_2018_(March_24,_2018)",,,,,,,,Laura,Weidman,Powers,,,
Jae Jarrell   ,Jae Jarrell,en.wikipedia.org,https://en.wikipedia.org/wiki/Jae_Jarrell,1,0,-30,FALSE,FALSE,2196,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Jae_Jarrell,Squeaky_Wheel/SQUEAKY_WHEEL_ART_AND_FEMINISM_'18,,,,,,,,Laura,Whitcomb,,,,
Jacques Philippe de Choiseul-Stainville ,Jacques Philippe de Choiseul-Stainville,en.wikipedia.org,https://en.wikipedia.org/wiki/Jacques_Philippe_de_Choiseul-Stainville,1,11,11,FALSE,FALSE,69,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Jacques_Philippe_de_Choiseul-Stainville,AAA_and_Mplus/Wikipedia_Edit-a-thon_on_Women_Artists_and_Practitioners_in_Asia,,,,,,,,Laura,Wilson,(photographer),,,
Jacqueline Winsor   ,Jacqueline Winsor,en.wikipedia.org,https://en.wikipedia.org/wiki/Jacqueline_Winsor,3,20,-6,FALSE,FALSE,165,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Jacqueline_Winsor,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Laurace,James,,,,
Jacoba van Velde  ,Jacoba van Velde,en.wikipedia.org,https://en.wikipedia.org/wiki/Jacoba_van_Velde,1,649,649,FALSE,FALSE,38,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Jacoba_van_Velde,University_of_North_Texas/UNT_Art_and_Feminism,,,,,,,,Lauren,Daigle,,,,
Jacob Frydman   ,Jacob Frydman,en.wikipedia.org,https://en.wikipedia.org/wiki/Jacob_Frydman,2,46,-380,FALSE,FALSE,436,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-12&end=2099-01-01&project=en.wikipedia.org&pages=Jacob_Frydman,Metropolitan_Museum/Met_Wikidata,,,,,,,,Lauren,Elder,,,,
Jaclyn Hill   ,Jaclyn Hill,en.wikipedia.org,https://en.wikipedia.org/wiki/Jaclyn_Hill,2,356,328,FALSE,FALSE,364280,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-06-23&end=2099-01-01&project=en.wikipedia.org&pages=Jaclyn_Hill,"Squeaky_Wheel/SQUEAKY_WHEEL_ART_AND_FEMINISM_'18_(Saturday,_June_23,_2018,_2-7pm)",,,,,,,,Lauren,Woods,,,,
Jackson Pollock   ,Jackson Pollock,en.wikipedia.org,https://en.wikipedia.org/wiki/Jackson_Pollock,1,367,367,FALSE,FALSE,70579,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Jackson_Pollock,"Oxford_College_of_Emory_University/Art_102_Wikipedia_Edit-a-thon_(March_29,_2018)",,,,,,,,Laurie,Anderson,,,,
Jackie Ferrara   ,Jackie Ferrara,en.wikipedia.org,https://en.wikipedia.org/wiki/Jackie_Ferrara,1,4066,4066,FALSE,FALSE,82,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Jackie_Ferrara,"University_of_Illinois/Art_and_Feminism_Wikipedia_Edit-a-thon,_Urbana-Champaign",,,,,,,,Laurie,Rosenwald,,,,
Jackie Appiah   ,Jackie Appiah,en.wikipedia.org,https://en.wikipedia.org/wiki/Jackie_Appiah,1,14,14,FALSE,FALSE,104369,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-31&end=2099-01-01&project=en.wikipedia.org&pages=Jackie_Appiah,NetSquared_Accra_Ghana/NetSquared_Accra_Art_and_Feminism_2018_(31st_March_2018),,,,,,,,Laurie,Simmons,,,,
Jacki Parry   ,Jacki Parry,en.wikipedia.org,https://en.wikipedia.org/wiki/Jacki_Parry,2,4967,4967,TRUE,FALSE,69,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-05-10&end=2099-01-01&project=en.wikipedia.org&pages=Jacki_Parry,Glasgow_Print_Studio/Graphic_Impact,,,,,,,,Lavinia,Fontana,,,,
Jack Lenor Larsen  ,Jack Lenor Larsen,en.wikipedia.org,https://en.wikipedia.org/wiki/Jack_Lenor_Larsen,2,426,426,FALSE,FALSE,860,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Jack_Lenor_Larsen,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Lawrence,Argent,,,,
Jack Andraka   ,Jack Andraka,en.wikipedia.org,https://en.wikipedia.org/wiki/Jack_Andraka,1,29,29,FALSE,FALSE,6234,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Jack_Andraka,Midway/Minneapolis_Midway_ArtandFeminism2018,,,,,,,,Laylah,Ali,,,,
Jacci Gresham   ,Jacci Gresham,en.wikipedia.org,https://en.wikipedia.org/wiki/Jacci_Gresham,4,1010,1010,FALSE,FALSE,1710,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-03&end=2099-01-01&project=en.wikipedia.org&pages=Jacci_Gresham,Nathan_Cummings_Foundation/Truth-a-Thon,,,,,,,,Leah,Barclay,,,,
Ja'Tovia Gary   ,Ja'Tovia Gary,en.wikipedia.org,https://en.wikipedia.org/wiki/Ja'Tovia_Gary,5,2566,2128,TRUE,FALSE,1559,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Ja'Tovia_Gary,Squeaky_Wheel/SQUEAKY_WHEEL_ART_AND_FEMINISM_'18,,,,,,,,Lee,Bontecou,,,,
J.S. Anna Liddiard  ,J.S. Anna Liddiard,en.wikipedia.org,https://en.wikipedia.org/wiki/J.S._Anna_Liddiard,1,3685,3685,TRUE,FALSE,252,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=J.S._Anna_Liddiard,University_College_Cork/Art_and_Feminism,,,,,,,,Lee,Krasner,,,,
J. Eugene Grigsby  ,J. Eugene Grigsby,en.wikipedia.org,https://en.wikipedia.org/wiki/J._Eugene_Grigsby,1,4,4,FALSE,FALSE,73,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=J._Eugene_Grigsby,"Art_Practical/Art_Practical_ArtAndFeminism_2018_(Saturday,_March_3,_2018)",,,,,,,,Leesa,Sleep,,,,
Iwona Blazwick   ,Iwona Blazwick,en.wikipedia.org,https://en.wikipedia.org/wiki/Iwona_Blazwick,9,2981,2975,FALSE,FALSE,344,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Iwona_Blazwick,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Leesa,Streifler,,,,
Ivy Ma   ,Ivy Ma,en.wikipedia.org,https://en.wikipedia.org/wiki/Ivy_Ma,71,29758,29284,TRUE,FALSE,1272,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Ivy_Ma,AAA_and_Mplus/Wikipedia_Edit-a-thon_on_Women_Artists_and_Practitioners_in_Asia,,,,,,,,Leeza,Meksin,,,,
Ivan Monforte   ,Ivan Monforte,en.wikipedia.org,https://en.wikipedia.org/wiki/Ivan_Monforte,1,689,689,FALSE,FALSE,148,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-03&end=2099-01-01&project=en.wikipedia.org&pages=Ivan_Monforte,Nathan_Cummings_Foundation/Truth-a-Thon,,,,,,,,Leilah,Weinraub,,,,
Itsuko Hasegawa   ,Itsuko Hasegawa,en.wikipedia.org,https://en.wikipedia.org/wiki/Itsuko_Hasegawa,1,248,248,FALSE,FALSE,383,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Itsuko_Hasegawa,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Lela,Autio,,,,
Israel Kamakawiwoole   ,Israel Kamakawiwoole,en.wikipedia.org,https://en.wikipedia.org/wiki/Israel_Kamakawiwoole,1,35,35,FALSE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Israel_Kamakawiwoʻole,OJM/AF_Oregon_Jewish_Museum,,,,,,,,Lena,Atti,,,,
Isobel Graham Finlayson  ,Isobel Graham Finlayson,en.wikipedia.org,https://en.wikipedia.org/wiki/Isobel_Graham_Finlayson,1,1427,1427,FALSE,FALSE,12,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2019-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Isobel_Graham_Finlayson,University_of_Virginia/Art_Fem_UVA,,,,,,,,Lenore,Tawney,,,,
Isadora Newman   ,Isadora Newman,en.wikipedia.org,https://en.wikipedia.org/wiki/Isadora_Newman,21,3664,3634,TRUE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Isadora_Newman,OJM/AF_Oregon_Jewish_Museum,,,,,,,,Leon,Katz,,,,
Isadora Duncan   ,Isadora Duncan,en.wikipedia.org,https://en.wikipedia.org/wiki/Isadora_Duncan,1,55,55,FALSE,FALSE,553172,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Isadora_Duncan,SFMOMA/SF_SFMOMA_ArtAndFeminism_2018,,,,,,,,Leonor,Fini,,,,
Isabelle Pauwels   ,Isabelle Pauwels,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabelle_Pauwels,1,67,67,FALSE,FALSE,108,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Isabelle_Pauwels,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Leslie,Dick,,,,
Isabelle Olsson (designer)  ,Isabelle Olsson (designer),en.wikipedia.org,https://en.wikipedia.org/wiki/Isabelle_Olsson_(designer),1,310,310,FALSE,FALSE,107,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-20&end=2099-01-01&project=en.wikipedia.org&pages=Isabelle_Olsson_(designer),Virginia_Polytechnic_Institute_and_State_University/Architecture_and_Art_and_Feminism_Wiki_Edit-a-thon,,,,,,,,Leslie,Hewitt,,,,
Isabelle Johnson   ,Isabelle Johnson,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabelle_Johnson,16,3737,3421,FALSE,FALSE,673,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Isabelle_Johnson,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Leslie,Jamison,,,,
Isabelle Borg   ,Isabelle Borg,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabelle_Borg,6,4396,4396,TRUE,FALSE,452,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Isabelle_Borg,Blitz/Art_and_Feminism_Valletta,,,,,,,,Leslie,King-Hammond,,,,
Isabella Rossellini   ,Isabella Rossellini,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabella_Rossellini,1,388,388,FALSE,FALSE,90519,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-23&end=2099-01-01&project=en.wikipedia.org&pages=Isabella_Rossellini,"Pratt_Institute_Brooklyn/Brooklyn_Pratt_Institute_ArtandFeminism_2018_(March_23,_2018)",,,,,,,,Letha,Wilson,,,,
Isabella Mary Abbott  ,Isabella Mary Abbott,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabella_Mary_Abbott,1,299,299,FALSE,FALSE,4139,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Isabella_Mary_Abbott,Binghamton_University/Binghamton_University_ArtAndFeminism_2018,,,,,,,,Leticia,Adelaide,Appiah,,,
Isabel McLaughlin   ,Isabel McLaughlin,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabel_McLaughlin,1,36,36,FALSE,FALSE,83,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Isabel_McLaughlin,Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Leung,Mee,Ping,,,
Isabel Leonard   ,Isabel Leonard,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabel_Leonard,1,95,95,FALSE,FALSE,1912,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Isabel_Leonard,Visual_Art_Library/VAL_ArtAndFeminism2017,,,,,,,,Levina,Teerlinc,,,,
Isabel Escobar   ,Isabel Escobar,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabel_Escobar,15,6276,6276,TRUE,FALSE,92,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Isabel_Escobar,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Lherison,Debrise,,,,
Isabel Bishop   ,Isabel Bishop,en.wikipedia.org,https://en.wikipedia.org/wiki/Isabel_Bishop,7,2133,2116,FALSE,FALSE,4646,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Isabel_Bishop,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Li,Shuang,(artist),,,
Isa Genzken   ,Isa Genzken,en.wikipedia.org,https://en.wikipedia.org/wiki/Isa_Genzken,1,178,178,FALSE,FALSE,1031,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Isa_Genzken,UNC-CH/UNC_Sloane_ArtAndFeminism_2018,,,,,,,,Liane,Zimbler,,,,
Irma Boom   ,Irma Boom,en.wikipedia.org,https://en.wikipedia.org/wiki/Irma_Boom,1,391,391,FALSE,FALSE,1898,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Irma_Boom,Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Lida,Abdul,,,,
Iris van Herpen  ,Iris van Herpen,en.wikipedia.org,https://en.wikipedia.org/wiki/Iris_van_Herpen,1,5,5,FALSE,FALSE,78256,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Iris_van_Herpen,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Lil,Hardin,Armstrong,,,
Irene McKinney   ,Irene McKinney,en.wikipedia.org,https://en.wikipedia.org/wiki/Irene_McKinney,2,339,339,FALSE,FALSE,71,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Irene_McKinney,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Lilian,Bridgman,,,,
Irene Hoffar Reid  ,Irene Hoffar Reid,en.wikipedia.org,https://en.wikipedia.org/wiki/Irene_Hoffar_Reid,10,1493,1493,FALSE,FALSE,43,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Irene_Hoffar_Reid,Emily_Carr_University_of_Art_and_Design/Emily_Carr_University_Library_Art_and_Feminism_Edit-a-Thon,,,,,,,,Lilian,Holt,,,,
Irene Chou   ,Irene Chou,en.wikipedia.org,https://en.wikipedia.org/wiki/Irene_Chou,9,1141,1127,FALSE,FALSE,50,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Irene_Chou,"Asia_Art_Archive_in_America/Asia_Art_Archive_in_America_AF_Editathon_2018_(Friday,_March_30_2018_)",,,,,,,,Lilian,Jeannette,Rice,,,
Irena Bauman   ,Irena Bauman,en.wikipedia.org,https://en.wikipedia.org/wiki/Irena_Bauman,4,4387,4380,FALSE,FALSE,378,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Irena_Bauman,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Lilian,Mary,Nabulime,,,
Iqbalur Rahim   ,Iqbalur Rahim,en.wikipedia.org,https://en.wikipedia.org/wiki/Iqbalur_Rahim,1,3295,3295,TRUE,FALSE,23,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Iqbalur_Rahim,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Lilian,Westcott,Hale,,,
Ipek Duben   ,Ipek Duben,en.wikipedia.org,https://en.wikipedia.org/wiki/Ipek_Duben,4,5099,5099,TRUE,FALSE,49,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Ipek_Duben,AAA_and_Mplus/Wikipedia_Edit-a-thon_on_Women_Artists_and_Practitioners_in_Asia,,,,,,,,Liliana,Porter,,,,
